at_Q80_time_2	at_Q80_time_6	at_Q80_time_10	at_Q92_time_2	at_Q92_time_6	at_Q92_time_10	at_Q111_time_2	at_Q111_time_6	at_Q111_time_10	at_Q140_time_2	at_Q140_time_6	at_Q140_time_10	at_Q175_time_2	at_Q175_time_6	at_Q175_time_10
ENSMUST00000174959	0.01690189	-1.3205576339	0.03039528	0.0581546333	-0.7898179	0.0879841258	-0.01084226	-0.8054876095	0.2641849	0.08320419	-1.775655115	-0.05552481	0.01638809	-0.7112665	-0.07015474
Mir135b	0.05774715	-0.1099910467	-0.04562111	0.043584895	-0.1139039	-0.0283955337	-0.01554283	-0.0549866405	-0.1771079	0.03497118	-0.24724125	-0.2403929	0.01650081	-0.3400253	-0.5502332
Mir181a-1	0.01368068	-0.6146690412	0.03479479	0.0614264981	-0.5818684	0.0175322532	0.0003610873	-0.4744515434	0.04386254	0.0517249	-0.605545851	0.1507086	-0.00854035	-0.3555138	0.2297938
Mir181b-1	-0.01722749	0.2158621077	0.01716606	-0.0974449245	0.2755451	-0.0048740385	0.02990958	0.2727765343	0.05164022	0.03316504	0.272808216	0.1317955	-0.02436464	0.2235598	0.07778956
Mir488	-0.04126772	-0.879870025	-0.009609938	0.0825628871	-0.8329497	0.0181180304	0.02085421	-0.8138942835	0.02319106	0.0149761	-0.821027819	0.08282212	0.05254674	-0.7814211	0.05235799
Mir199a-2	-0.02352629	-0.5438366363	0.008593462	0.1659605762	-0.1020198	-0.0029154257	-0.07543637	-0.8290782961	0.0192371	0.06996442	-1.02863198	0.01579674	0.05323496	-0.3976883	0.1165907
Mir350	0.03891358	0.079466347	0.02184385	0.0129292203	0.07020764	0.0654952053	-0.02868275	0.1538467734	0.1033149	-0.005404916	0.147659006	0.1317559	-0.02234776	0.2657913	0.07335628
Mir1981	0.04843618	-0.0072163597	0.06227493	-0.0154589536	-0.009039308	-0.0018939439	-0.01291991	0.0593537015	0.0841751	0.05821888	-0.00205367	-0.03908664	0.03552968	0.009917554	-0.09402511
Mir194-1	-0.0810707	-0.777993155	0.05582228	-0.0580506458	-0.7000654	0.0297870554	-0.0007519048	-0.8839895943	-0.1430286	-0.07560312	-0.808395116	0.1114035	0.06486703	-0.8486128	-0.1149441
Mir215	-0.06061432	-0.2722805912	0.05215962	0.0548025014	-0.3322112	-0.0190103742	-0.1327859	-0.192673174	0.04571485	0.071488	-0.303571879	0.123828	0.02011554	-0.4800956	-0.05701924
Mir205	-0.1529647	0.0329264856	0.002254313	0.0172748357	-0.1044061	0.1377776232	-0.02743531	0.0671007296	-0.003634367	0.0597866	-0.06084385	0.06325361	-0.03080004	-0.1049411	-0.2608869
Mir29b-2	0.0683259	-0.1218517314	-0.03283704	0.0092681285	-0.08006031	0.0213010939	0.05715104	-0.0671743906	-0.09437634	-0.01870808	-0.142284642	-0.04614753	0.05542454	-0.01121807	0.03219183
ENSMUST00000175619	0.02471441	-1.2781125244	0.03629831	0.0161884999	-0.7794953	0.150157998	-0.03384766	-0.8214516238	0.1557887	-0.0109241	-1.896226925	0.02202096	0.01049598	-0.6410505	0.05964224
Gm22370	0.02496698	-0.5393361265	-0.03196464	0.1452576544	-0.4711665	-0.0024236265	-0.003576737	-0.5250449944	-0.05801696	0.04661885	-0.548861667	-0.07978783	-0.08697059	-0.77349	-0.1191698
Gm24271	-0.01233099	-0.4294739518	0.03919012	-0.0421852694	0.03212787	0.0577135037	-0.03664679	-0.2609873684	0.07849799	-0.03093699	-0.538391863	0.03928968	-0.08645376	-0.1561142	0.0811604
Gm23766	-0.02372625	-1.4659553364	-0.05612048	0.1002850237	-1.231678	0.0861532721	-0.07461621	-1.2960510268	0.06916238	-0.02182996	-1.559215299	-0.09448904	-0.01246636	-1.151707	-0.1020332
Mir3057	0.1173328	0.1819596807	0.02598441	0.0559484395	0.2461246	-0.1701635194	0.1266802	0.262726356	0.06459783	0.09906177	0.303953118	0.02854039	0.03843916	0.1517396	-0.028332
Mir135a-2	0.008997908	0.1152783349	-0.008047588	0.1230176165	0.01089835	0.000114675	0.09403415	0.1046251337	0.1720551	-0.1158168	-0.002667208	-0.05126476	0.00893078	0.1179359	-0.1257645
Mir1251	-0.06693852	0.3061046705	-0.01114823	-0.362124451	0.2689492	-0.0943310736	0.1591034	0.2777960078	-0.04130364	-0.1423758	0.232116834	-0.07898045	-0.04262695	0.4320593	-0.1199132
Mir3059	-0.1752598	-0.222229131	0.02646876	-0.0045680703	-0.2093479	0.0500970395	-0.08241955	-0.1618176613	0.07433711	-0.02472852	-0.102422308	0.1000653	0.03197456	-0.00668419	0.2146234
Gm25190	0.07521347	-0.3576106137	-0.01741258	0.1194696819	-0.8970904	-0.012058915	-0.0504005	-0.6655776006	0.004050267	0.05139109	-0.809639272	-0.004719904	0.06662211	-0.4870267	0.05108261
Gm23632	0.04236906	-0.7607088101	-0.02091637	0.1120650455	-0.3414136	-0.1027642535	0.03555575	0.0042393275	-0.005368095	0.007203577	-0.878982248	-0.08347292	-0.007089401	-0.01403476	0.07302777
Mirlet7i	0.1370151	0.1913256806	0.0108311	0.0215097813	0.2653052	-0.0522756044	0.07634449	0.2294678947	-0.0353716	0.009509719	0.189708717	-0.0369363	0.02838363	0.05773941	-0.1694051
Mir26a-2	-0.05494733	-0.1402632802	0.01711257	-0.0135521151	-0.06488741	0.0371069446	-0.008865229	-0.1585126738	-0.01890712	-0.007688705	-0.094075168	0.05208898	0.006609305	-0.183111	0.03599604
Mir1933	-0.03958791	-0.2191484277	0.01270923	-0.0004941668	-0.7337924	0.0251729789	-0.1155872	-0.3076283631	-0.02861204	-0.1600184	-0.186072485	-0.005440559	-0.08538205	-0.01983904	0.04824688
Mir216b	-0.137789	-0.0405108462	0.01690755	-0.098772779	-0.08013561	0.0667028978	-0.04516449	-0.571129685	0.09921793	-0.02872626	-0.177476223	0.07716568	0.02670263	-0.1339188	-0.04943443
Mir217	-0.1420044	0.2138071555	-0.002893751	-0.468629269	-0.1258091	0.0624802052	-0.04342122	-0.6051677103	0.08977904	-0.2241802	0.295615179	0.05512681	-0.1801859	0.02072702	0.1802065
Mir218-2	0.01927182	-0.07102921	-0.02175741	-0.0196672347	-0.1023704	0.0039600694	-0.01120333	-0.0621261585	-0.1239791	-0.007086086	-0.099770546	-0.01412373	0.119124	-0.1148175	-0.1263788
ENSMUST00000175251	-0.0142832	-0.3374110627	-0.01106639	0.0797037872	-0.2324966	0.0121162626	0.03787304	-0.4561595324	0.1199591	0.003369826	-0.862563864	-0.01810099	0.01323711	-0.1649761	-0.06568142
Mir103-1	0.1328852	0.0082657416	0.06298196	-0.0094109206	-0.00321127	-0.1145070341	0.1452717	0.033021245	0.07175993	-0.06184628	0.062943943	0.07646719	-0.05354132	0.09313881	0.1643421
Mir146	-0.003965692	0.3890814916	-0.01938657	0.0846445314	0.4175492	-0.0353875426	0.09070488	0.3849399878	0.00954535	0.04347689	0.410113358	0.09559328	0.02922119	0.3406085	0.0350531
Mir340	-0.01951648	-0.5442868924	-0.01423744	0.0752518504	-0.4253676	-0.025419258	-0.04588006	-0.4769281293	-0.001028112	-0.01127717	-0.569701958	0.07554761	0.01315409	-0.5273514	0.03373189
Mir3061	-0.01139117	-0.03333037	0.04135249	-0.0204441335	-0.05827186	0.0277227441	-0.1202678	0.0231044096	-0.05329227	0.05387316	-0.103774342	0.1228258	-0.03122327	0.05296274	0.1936082
Gm24756	-0.008943136	-1.015445346	-0.003653333	0.025967257	-0.4628145	0.0079855869	-0.03406916	-0.640005931	0.02787778	0.007607805	-1.374407359	0.003298884	-0.0161861	-0.236674	-0.04139522
Mir5100	-0.02414654	-1.4760194897	-0.04200254	-0.0749312356	-1.180371	0.0143172182	-0.05700612	-0.9762264561	-0.06555191	-0.07906971	-1.181880111	-0.1071681	-0.008909037	-0.9354467	-0.148356
Mir744	-0.00963787	0.506531605	0.001983879	-0.077965198	0.5739016	-0.081671146	-0.01240354	0.5715545532	0.04115849	0.003776636	0.530940894	0.0001871805	-0.008052751	0.5441558	0.03740417
Mir324	0.09804278	0.0735306168	0.04184385	-0.0056438334	0.004229123	-0.0484844259	0.1026282	0.1219463522	0.02116217	0.02801981	0.012857257	0.03257004	0.003729646	0.03844153	0.0228482
Mir497b	-0.03183131	0.0790948873	0.04059412	-0.1133303667	0.06651462	0.0115698382	0.0002824127	0.1221545835	-0.05734673	-0.008276009	0.172524475	0.2448826	0.02184012	0.2379076	0.339192
Mir195a	0.1117124	0.0848883391	0.01232035	-0.0756820259	0.297559	0.0647742991	0.06371473	0.1574482336	-0.03339418	0.05533657	0.155558776	0.1014954	0.07114033	0.2793322	0.3178501
Mir212	0.04907788	-0.0045992253	-0.02610706	-0.050501026	0.09915406	-0.0442670448	-0.00281072	-0.0144140759	-0.09979844	0.02020411	-0.146227496	-0.1931594	-0.001473463	-0.2048363	-0.3429354
Mir132	0.1612705	0.08384493	0.02248427	-0.0109507017	0.08445567	-0.0543065476	0.1079589	0.1069948264	-0.08128734	0.01273528	-0.003934627	-0.1225897	-0.04116045	-0.212446	-0.3681171
Mir22	0.0197825	0.2976460273	0.008429965	0.0206860455	0.3384105	-0.0605759956	0.05855467	0.3071030726	0.02030119	0.05719697	0.297030202	-0.01512854	0.0666967	0.2597137	-0.02279367
Mir423	-0.08922298	0.4388442149	-0.01328917	0.0073672027	0.4388853	-0.0699800846	-0.02274195	0.4937438114	0.1780013	-0.001893894	0.454640946	-0.004034025	-0.009638948	0.4140682	-0.001392799
Mir144	-0.1290894	-0.2058681988	0.02794047	-0.1289861627	-0.1161201	0.0192730968	-0.04490975	-0.1920993469	-0.005055286	0.05033971	-0.339823789	0.04697436	0.01443976	-0.3236103	-0.0940434
Mir451a	-0.02470675	-0.1157319829	0.01252241	0.1195000825	-0.08607228	-0.0071594361	-0.004806802	-0.1429474292	0.04383908	0.08802266	-0.179988858	0.08664045	0.03827241	-0.2040083	-0.01294253
Mir193a	-0.006167449	-0.0610961545	-0.03653437	-0.2444078987	0.0229719	0.015044055	0.001167379	-0.1170168245	-0.02213183	-0.08241093	-0.016888938	-0.03855302	-0.08670949	-0.1701125	-0.02930511
ENSMUST00000158170	-0.008669422	-0.4592500861	-0.002479082	0.0834006416	-0.1267834	-0.012719034	-0.03216774	-0.6089828905	0.001025528	0.05851759	-1.061342627	-0.01443017	0.01646619	-0.6214384	-0.007367529
Mir21a	0.03505262	-0.364221034	0.02216451	0.0227414497	-0.35597	0.0124639256	0.07339266	-0.4282925661	-0.1268774	0.05528841	-0.486351103	0.04908445	0.05602105	-0.5139113	-0.08786417
Mir301	0.03980726	-0.3676695049	0.05158735	0.0466456673	-0.4550238	-0.0111825946	0.08704603	-0.4489483596	-0.03534947	-0.02490183	-0.439953931	0.1535017	0.08732443	-0.4348361	0.01490649
ENSMUST00000175031	0.02471441	-1.2781125244	0.03629831	0.0161884999	-0.7794953	0.150157998	-0.03384766	-0.8214516238	0.1557887	-0.0109241	-1.896226925	0.02202096	0.01049598	-0.6410505	0.05964224
Mir142b	-0.04458613	-0.5670017713	-0.006896943	-0.0504599368	-0.5546181	0.0973450748	-0.05350928	-0.5295560448	-0.04379514	-0.002035994	-0.620831225	0.02212823	-0.005681994	-0.48965	0.07400651
Mir378b	0.04596928	-0.3339511499	0.075236	-0.0976335442	-0.3248143	-0.0889268017	0.0108536	-0.3526990509	-0.06307666	0.02991519	-0.443205998	0.04352983	0.04647586	-0.4753188	-0.2129575
Mir152	0.02804275	-0.3735458388	-0.09044312	0.1368739412	-0.260636	-0.0144378325	0.06512017	-0.291141899	-0.04264609	0.06394751	-0.394493813	0.1363341	0.07050231	-0.3051839	0.1162172
Mir3064	0.00304539	0.3758347774	0.01770815	-0.1590214767	0.4271823	0.0517349989	0.04038261	0.1498461826	0.02377496	-0.02225468	0.718094652	0.03134013	0.01697699	0.2549072	0.1928564
ENSMUST00000175503	-0.01102138	0.4318341106	0.02329155	-0.0575282637	0.2510594	0.0108875011	0.0451263	0.0059776628	0.05328045	-0.1605581	0.905182624	-0.1068604	-0.01702515	0.3060955	-0.03024625
ENSMUST00000174940	0.007816326	-1.4360665084	-0.008011898	0.1373866048	-0.8201286	-0.0777670371	0.01926687	-0.797902268	0.09806415	-0.02709255	-1.569461305	-0.04160639	0.01309171	-0.7617102	-0.03280357
Mir338	-0.03923097	0.2098838373	0.005275843	-0.0786144797	0.1484047	0.085234691	0.02489001	0.1470392466	-0.109129	0.07195885	0.170077275	0.07193214	0.01968962	0.1920553	0.05179535
Gm27325	-0.05884837	-0.812807972	-0.04471339	0.1518879244	-0.4564275	-0.0362610905	-0.07042226	-0.196953152	0.0997213	0.01927248	-0.470010003	-0.1541417	0.03778541	0.09542299	-0.3453156
Mir3066	-0.02544498	0.0671596312	-0.05762877	-0.0093760776	-0.07756812	0.0263860242	0.005480004	-0.409645109	0.01949715	0.04046643	-0.385370794	-0.02710987	-0.1856491	-0.3961492	-0.1267896
ENSMUST00000175409	0.02471441	-1.2781125244	0.03629831	0.0161884999	-0.7794953	0.150157998	-0.03384766	-0.8214516238	0.1557887	-0.0109241	-1.896226925	0.02202096	0.01049598	-0.6410505	0.05964224
Gm22904	-0.02175039	0.0005215255	0.03512626	-0.0579745947	0.1738014	-0.1342750774	-0.06451778	0.1250729896	0.2043924	-0.04910682	-0.089243259	-0.1112093	-0.01764854	-0.1394982	-0.1188108
Mir5099	-0.05284082	-0.3236751306	-0.06413168	-0.0830794766	-0.2103317	-0.0970216769	-0.03142504	-0.2886692421	0.03134609	-0.08930824	-0.256027758	-0.02280716	-0.04528222	-0.3061856	-0.1411317
Mir5101	0.07235016	0.1174021864	0.005987866	-0.0087061922	0.2641278	-0.0108460347	0.03409543	0.62209024	-0.0260258	0.01946578	0.583733176	-0.001269213	0.0350663	0.2470554	-0.02572627
ENSMUST00000175149	0.02471441	-1.2781125244	0.03629831	0.0161884999	-0.7794953	0.150157998	-0.03384766	-0.8214516238	0.1557887	-0.0109241	-1.896226925	0.02202096	0.01049598	-0.6410505	0.05964224
Mir345	0.1323282	0.0917338646	0.0281556	-0.0315346666	-0.07468341	0.004323667	0.1159457	0.0545577396	0.0137187	0.04051974	-0.016272733	-0.02545776	0.002072218	0.1411239	0.01990542
Mir770	0.0571829	0.5402867323	-0.04729821	-0.109322006	0.4189321	-0.1229464342	0.1706744	0.4549892323	0.006578953	-0.05626362	0.569562732	-0.1238995	0.04085567	0.5243871	-0.03189417
Mir673	0.08657939	0.1233941644	0.06268606	0.0352079812	0.1351888	-0.1517850199	0.04284757	0.1684507486	-0.02215918	0.04089473	0.101944846	0.02899771	0.04451407	0.1670805	-0.04303233
Mir337	0.04164003	0.064663975	-0.03525461	-0.0505663748	0.0950505	-0.0553820865	0.06391231	0.1073463048	-0.1014468	0.02750372	-0.010140229	-0.01075992	-0.01351153	0.1372578	0.0751854
Mir540	-0.01894259	0.3020675212	0.03177232	-0.0819222276	0.2900346	-0.1171204724	0.04756709	0.2994146101	0.06445265	-0.004831337	0.263705368	-0.0286168	-0.01534362	0.3477221	0.05031129
Mir3070b	-0.04469988	0.3372459778	0.003412808	-0.1227959885	0.5284243	-0.019498567	-0.0383551	0.0328461216	0.00695123	-0.009808305	-0.08201547	0.002539904	-0.03074418	0.7552817	0.02968496
Mir3070a	0.03231994	0.4928436438	0.01441119	0.0682520225	0.3029379	0.0007442463	-0.02077505	0.723405082	-0.01201101	-0.04254721	1.180823787	-0.01705183	-0.02437612	0.5155706	0.00392004
Mir431	0.03171788	0.2558446298	-0.0137652	-0.1163184392	0.2505202	-0.115106418	0.09680558	0.2455697773	-0.01143193	-0.05237236	0.254300512	0.01591742	0.004552978	0.3379068	0.1465256
Mir433	0.01206066	0.3830127023	-0.001134056	-0.0167166162	0.309775	-0.0273070615	0.07632824	0.3872087584	-0.01668766	0.01911738	0.456380694	0.04854081	0.01893024	0.3818363	0.08933192
Mir127	0.03248734	0.3398338947	-0.03715029	-0.1051168563	0.4774037	-0.0893815036	0.1063037	0.1967489248	-0.09299676	0.002266269	0.476514416	0.03852245	0.08466203	0.2875228	0.05899311
Mir434	-0.05897066	-0.4626455537	0.0007652576	0.0710115436	-0.3852154	0.0231110454	-0.03370809	-0.4711704434	0.1324641	-0.03119024	-0.372582082	0.08250283	-0.0649619	-0.4256224	0.0577722
Mir3071	-0.01226319	-0.5011446871	0.001991207	-0.0086568213	-0.5693653	0.0543369056	-0.05549773	-0.5340425552	-0.006566601	-0.03577304	-0.665002333	-0.02048302	-0.01087396	-0.5192045	0.05768216
Mir341	0.05988207	-0.4328177385	-0.001489683	-0.1144567298	-0.4302275	-0.1219331415	0.06497989	-0.4998822212	-0.02842045	0.004258986	-0.472351506	-0.008230351	0.02468686	-0.4490603	-0.1006702
Mir1188	0.07555547	0.7854116073	0.02139576	0.1242396519	0.2609077	-0.0224822914	0.0818186	0.5790339789	0.1554128	0.1017177	0.84279472	0.01775747	0.04047825	0.04942433	0.01575292
Mir370	-0.002564194	0.4435302351	-0.02766173	0.0268376353	0.4245567	-0.0741267601	0.03331682	0.4211215526	0.1208041	0.01270087	0.440660938	-0.03076181	0.01349875	0.3733018	0.009749544
Mir379	-0.04003326	0.1476221262	-0.04468444	0.020560273	0.1321169	0.0553370545	-0.05116944	0.1958500603	-0.06405196	-0.004711833	0.138680803	-0.02239985	0.02040439	0.1884329	0.003500486
Mir411	0.0261864	-0.5186576105	0.03662178	0.0018113913	-0.464093	0.0034203503	0.04080978	-0.508290994	-0.04619307	0.01621671	-0.489917813	0.1061984	0.03528081	-0.514686	-0.01554419
Gm25750	-0.1213182	-0.2555402148	-0.01186683	-0.065298737	-0.2999039	0.0868173972	-0.08768692	-0.3480470252	-0.01250982	-0.06449101	-0.282934287	-0.05019829	-0.07285586	-0.3001476	0.04438034
Mir1197	-0.09667884	-0.5907087255	-0.005710216	-0.0219764801	-0.4011281	-0.0106389726	-0.1111945	-0.5893164806	0.02216129	-0.1599347	-0.426544565	0.06252908	-0.0003263633	-0.5282639	0.2073452
Mir323	-0.06345338	-0.2492435408	-0.02028083	-0.0122041158	-0.3324793	-0.031440689	-0.05622238	-0.2796793753	-0.03300364	-0.03924492	-0.236957193	-0.0149165	-0.05063185	-0.2828426	0.04771011
Mir758	-0.1539551	-0.3041642053	-0.04260559	-0.001431176	-0.4031641	0.0601734241	0.02137532	-0.5101328385	0.03280488	-0.07914225	-0.313642417	0.04162698	-0.07230223	-0.3413426	0.0242267
Mir329	-0.000481204	0.3147999957	-0.004770331	0.0931162866	0.3816657	-0.069998173	0.03275109	0.35324925	0.05592521	0.02312496	0.395600712	-0.01282897	0.04538986	0.3276816	0.02484669
Mir679	-0.01707491	-0.7793348131	0.05577701	-0.061581352	-0.6605393	-0.1218423496	0.1343468	-0.5514283892	0.130761	-0.04002451	-0.737917002	0.1465011	-0.05264724	-0.5742418	0.2044543
Mir1193	0.1446903	-0.4708424129	0.003827203	-0.0267123522	-0.5875722	-0.0546969408	0.03506568	-0.5144638362	0.08144974	0.02914326	-0.669807838	-0.03322229	0.1482038	-0.439584	-0.02990535
Mir666	0.0006528556	0.2559519412	0.004514471	-0.1620028324	0.2165464	-0.0957574893	0.111021	0.1755575559	0.0114755	-0.03496874	0.246227651	-0.02749073	0.02915947	0.2675764	0.0508053
Mir543	0.006452175	0.4032950601	-0.0778606	0.0374200661	0.371942	-0.0735430262	0.03843913	0.3913316229	-0.07272966	0.02200226	0.426199049	-0.154924	-0.0111702	0.3352022	-0.02569326
Mir495	0.05598349	0.3258565865	-0.003282594	0.0689990498	0.3158685	0.0107274948	-0.003070124	0.3551693238	-0.03497281	-0.002452517	0.319996035	-0.1049394	0.01504695	0.2774617	0.02935522
Mir667	-0.04825749	0.2799808899	-0.003727679	0.0221323881	0.3297468	-0.0134472954	-0.02830146	0.2343280496	0.04399482	-0.007172386	0.406162645	0.03634702	-0.03905683	0.3900495	0.2391714
Mir376c	-0.08256882	0.1533029295	-0.01377031	-0.0269945992	0.0983527	0.074907652	-0.1078739	0.1218033534	-0.05610142	-0.03946013	0.042340662	-0.04853691	-0.05898004	0.1220083	0.09569186
Gm25252	-0.07019992	0.1133922867	-0.01027668	-0.0074687901	0.01545067	0.0307139818	-0.03710684	0.0387412856	-0.01647043	-0.01774121	0.053782448	0.02229885	-0.02133834	0.08840924	0.161831
Mir300	0.001679905	-0.0883729871	0.02363317	0.0172202156	-0.02808117	-0.022487419	0.04825189	-0.1049077588	0.006632554	0.0124569	-0.019897839	0.07097831	0.01396858	-0.09479173	0.06685431
Mir381	0.02129089	-0.3869475969	0.03270789	-0.0044223724	-0.2918241	-0.1584378329	0.05151269	-0.4260107484	0.05539061	0.0251395	-0.413980687	0.019548	0.00481014	-0.4181233	-0.08641529
Mir487b	-0.07881013	0.1707710448	-0.02265903	-0.0064009938	0.1552339	0.0377599568	-0.08900122	0.1629169325	0.03888718	-0.02659887	0.153404852	-0.0542806	-0.1069222	0.07692036	-0.03175658
Mir539	0.1003981	0.3137153913	0.01035223	0.1579280689	0.2022982	-0.0524412121	0.08290507	0.1330120275	-0.02332502	0.1263051	0.281307425	0.007749984	-0.03579364	0.2274151	0.2112534
Mir544	-0.00925775	-0.0284560809	-0.02181763	-0.1740776884	-0.1775472	0.0220974543	-0.148811	-0.0959245916	-0.05662343	-0.07644752	-0.203409349	-0.04717096	-0.008193061	0.00318486	0.05683625
Mir382	0.05706294	0.3268852142	-0.07866585	-0.0285152893	0.2879999	-0.0734465327	0.03513519	0.2733681495	-0.06511224	-0.01190613	0.352099283	-0.08831509	-0.02941342	0.312787	-0.1157805
Mir134	0.03458814	0.0924726782	-0.02475762	-0.1508450476	0.04893302	-0.0669925373	0.07009911	0.0770081679	-0.1402029	-0.02225984	0.142732842	-0.0736461	-0.003214102	0.1857508	-0.008566014
Mir485	0.01184352	0.4403245772	0.01287132	0.0234127829	0.4162306	-0.0557379468	0.03801862	0.3555745046	0.006880253	0.0167314	0.426150088	-0.0416033	-0.02166693	0.3655505	0.02944411
Mir154	0.1228068	0.0494916366	-0.06605444	0.0329519052	0.03085757	-0.0505333115	0.1237003	0.0097589886	-0.1343604	0.04857778	0.0947456	-0.05129322	0.07085836	0.1351995	0.07477024
Mir496a	-0.01736597	0.3395519301	-0.01322905	0.1122964979	0.3093539	0.0215042709	-0.0287506	0.3131450806	-0.07929374	-4.182192e-05	0.455142613	0.07134951	0.003110357	0.3577103	0.2120497
Mir541	0.04583639	0.3197231244	-0.05315612	0.1692654196	0.3631434	-0.1293216952	0.1105888	0.2688833001	-0.01106938	0.03430393	0.315950037	0.006443691	0.04039014	0.2797159	0.1215355
Gm24321	0.008820024	0.0021715134	-0.03408303	0.0335570909	0.06416313	-0.0986181139	-0.008537721	0.0003700106	-0.04740893	-0.002512136	0.00471693	-0.04494983	-0.01242692	-0.0190161	-0.04366981
Mir412	0.02737063	0.2718529768	0.04010307	0.0324495105	0.1177745	0.0588015332	0.01506676	0.2309475617	0.03032774	0.04093668	0.159881266	-0.01893501	-0.05567063	0.1629279	0.130341
Mir369	-0.06206754	-0.0432432917	-0.05086357	-0.0120586348	-0.1327264	0.0187246082	-0.08197585	-0.0887440002	-0.02252824	-0.02990997	-0.126073057	-0.05452233	-0.0207898	-0.1733737	-0.04265979
Mir410	-0.0756253	-0.2954790069	0.003516694	-0.0227618091	-0.2233733	-0.0469463958	-0.003258888	-0.356965551	0.02676642	-0.03612128	-0.209862383	0.126143	-0.01430824	-0.3471534	0.04954705
Mir3072	-0.0636003	0.351047035	0.03233462	-0.1456849948	0.2111772	-0.0271771814	0.0453603	0.3746457433	-0.01061292	-0.02448734	0.523379861	-0.03240064	-0.01770962	0.5650659	0.1874826
Mir1247	-0.185113	0.273754539	-0.02114434	0.1199974598	0.1643719	-0.113944116	-0.2098515	0.1880489887	-0.02761354	-0.09264866	0.191567094	-0.1885705	-0.1249052	-0.006574586	-0.5036821
Mir203	-0.1075117	-0.1742289818	-0.03395295	0.0352431533	-0.1246768	0.0744330137	-0.07455233	-0.0485130725	0.03031746	-0.05929178	-0.031030454	0.1306743	-0.04481235	-0.1349352	-0.0001957525
Mir153	0.01670116	-0.3568853312	-0.1054172	-0.0361650774	-0.5574789	-0.0422291181	0.08180629	-0.4096108422	-0.1456831	-0.03612897	-0.599182884	-0.1285138	0.06847716	-0.3891505	-0.07345731
ENSMUST00000175143	0.02471441	-1.2781125244	0.03629831	0.0161884999	-0.7794953	0.150157998	-0.03384766	-0.8214516238	0.1557887	-0.0109241	-1.896226925	0.02202096	0.01049598	-0.6410505	0.05964224
ENSMUST00000176544	-0.01410141	-1.0516756453	-0.009520052	0.0365645794	-0.9139043	0.0591453844	-0.06585157	-0.8616229281	0.110057	0.00367036	-1.142901571	-0.07685614	0.02924264	-0.8105519	-0.1196718
Mirlet7d	0.06686274	0.2097611476	-0.01470277	0.0196045788	0.3002267	0.0215100924	-0.01747924	0.3258979487	0.008572255	0.0006661342	0.215439263	-0.06616616	-0.05745695	0.2556984	0.02241877
Gm24111	0.02332009	0.0293147391	0.03076669	0.0673583083	-0.1687999	0.1044645299	0.005638499	0.205436283	0.1220327	0.0722221	0.056017621	0.04713853	0.01838369	0.1843986	0.1055135
