at_Q80_time_2	at_Q80_time_6	at_Q80_time_10	at_Q92_time_2	at_Q92_time_6	at_Q92_time_10	at_Q111_time_2	at_Q111_time_6	at_Q111_time_10	at_Q140_time_2	at_Q140_time_6	at_Q140_time_10	at_Q175_time_2	at_Q175_time_6	at_Q175_time_10
1700007L15Rik	0.003243956	0.01117056	-0.02581089	0.005000731	-0.00122079	-0.02092457	-0.001048649	-0.0006588903	-0.01235932	0.0189252	0.004041424	-0.02399946	6.081326e-06	-0.01071224	-0.1408348
1700012B09Rik	-0.04743373	-0.0003067789	-0.006818339	-0.06425443	-0.01701405	-0.02302905	-0.04065324	-0.005138791	-0.01052433	-0.02698637	-0.03369796	-0.006640787	-0.03420324	-0.03445074	-0.0384678
1700015E13Rik	0.02561343	0.01380723	0.003074277	0.01273972	0.006493738	0.01690924	0.01372113	0.02991014	-0.003276454	0.004312805	0.03142159	0.001140601	-0.001682909	0.01228622	-0.0004075417
1700016H13Rik	-0.001976878	-0.01322498	-0.001985422	-0.002543734	-0.01078952	0.006837218	0.00404895	-0.01805939	-0.00149628	0.00211786	-0.007330443	0.001423601	-0.001381167	-0.03807107	-0.0002778136
1700016K19Rik	-0.01587013	-0.02882687	-0.04549146	-0.03707315	-0.01364267	-0.07082556	-0.03306056	-0.02620063	-0.06787058	0.008187988	-0.03976021	-0.06370267	0.007585886	-0.2353345	-0.3077722
1700019D03Rik	-0.05926969	0.0004342559	0.0695832	0.01924907	0.04031004	-0.006015543	-0.02045602	0.01795931	0.02988277	0.03710969	0.08516555	0.08466745	-0.02419901	0.05314502	0.1881585
1700019G17Rik	0.05882378	-0.02040108	0.07256168	-0.02914561	-0.01221015	0.05415493	-0.08234017	0.005201439	0.0188644	0.0467183	0.03577979	0.04888024	-0.01222013	-0.05048859	-0.01154838
1700020I14Rik	-0.03333277	-0.005839451	-0.006904862	0.02967371	0.0438686	-0.008185155	-0.007901606	0.002898822	0.004516825	0.02387696	-0.004661944	-0.0005983495	0.02990687	-0.08420255	-0.005224284
1700020L24Rik	0.006891048	-0.006636203	-0.04684809	-0.006907672	-0.03470362	-0.01791417	0.006559798	0.008562868	0.006929941	-0.004158085	-0.05593888	-0.01893915	-0.003082815	0.01043717	-0.02813197
1700021K19Rik	0.02472203	0.002317366	-0.01220056	-0.01857506	0.02632902	0.01569843	0.01969796	0.05271141	-0.02148748	-0.01723325	0.01177396	0.03672059	-0.008152863	0.03773222	0.0968358
1700023E05Rik	-0.02228388	3.08543e-05	0.007766659	-0.01763565	-0.01636521	0.002530445	-0.01873409	-0.01542802	-0.01311899	-0.02960242	-0.02400853	0.007511716	-0.01480325	-0.01097219	-0.03233428
1700023F06Rik	0.02129841	-0.02455553	0.001838116	-0.01881541	-0.03143124	0.04365146	-0.001236005	0.07200517	0.02285426	-0.01805469	-0.02101501	-0.003741842	0.01868169	0.1439021	0.08618212
1700024B05Rik	0.0008477193	-0.00384631	-0.01088266	0.0003137385	-0.0003815393	-0.003908267	0.001779341	-0.001564208	-0.006063448	0.0006354269	0.002177299	-0.0104989	0	0.001305741	-0.03806789
1700024G13Rik	-0.0166147	0.0001612787	-0.007024203	-0.01782417	-0.0008336225	-0.01083347	-0.009826537	-0.006470009	-0.00463583	-0.003334532	-0.01303466	-0.006747424	-0.006956926	0.007439228	-0.02085632
1700024J04Rik	0.008403267	0.001981615	-0.0127897	-0.002393797	-0.005353684	-0.01100357	0.0004734529	0.01251272	-0.02065476	0.001380417	-0.007428103	-0.01660418	0.006881523	0.02127839	-0.033589
1700024P16Rik	-0.08518698	0.009860088	0.005037753	0.03895237	0.07788278	0.009067733	-0.03445684	0.01504745	0.03440835	-0.0244808	0.03258917	0.01421508	0.00974136	0.02826736	0.03238122
1700025G04Rik	0.01171373	0.03090717	-0.03176564	0.02492399	0.06403027	-0.05796364	0.003684007	0.04897177	-0.0199835	0.009850741	0.06370714	-0.02495187	0.03262349	0.04179694	0.02771473
1700026D08Rik	-0.05089067	0.01630438	0.0003449268	-0.06419689	0.00953085	0.00488383	-0.02211556	-0.01419352	-0.004602897	-0.0113193	0.01089989	0.004585271	-0.01495403	0.02505119	-0.01349557
1700027A07Rik	0.01894175	-0.01149349	0.01966609	0.01872598	-0.02470705	0.001255152	0.0006650209	-0.01198862	0.00019073	0.01527884	-0.04258688	0.01023176	0.005397271	-0.05484819	0.05725793
1700028K03Rik	0.008455933	0.01542369	0.01049246	0.01681383	0.07075214	-0.02224517	0.001335847	0.04739424	0.003725832	-0.007916618	-0.004265368	-0.06006825	-0.01186811	-0.1143401	-0.1348655
1700028P14Rik	-0.02659411	-0.02050196	0.03153909	-0.01021563	-0.04325067	0.0192313	-0.01901952	-0.04537226	0.0371215	-0.009295335	-0.06645827	0.01942868	-0.01415329	-0.05847334	0.0833707
1700029J07Rik	0.004028379	-0.0009248625	-0.03255325	-0.01811626	0.01172201	-0.04813429	0.02142506	0.006828811	-0.0393488	0.03785774	0.029777	-0.06346913	-0.001593483	-0.1383951	-0.2054381
1700030C10Rik	-0.01790578	0.01261369	-0.009811697	-0.006623716	-0.003046935	-0.00865702	-0.005754936	-0.002502631	-0.003206539	-0.01237121	0.02486846	-0.01217004	-0.01105951	0.07638227	-0.02043237
1700030C12Rik	0.005843362	-0.01136576	-0.006130368	0.008240372	-0.01199961	-0.004319418	0.001499948	-0.0008472479	0.0001585402	0.005553967	-0.0203021	-0.00931648	0.00163155	-0.0003162204	-0.01512916
1700030C14Rik	0.008406198	-0.007395372	-0.02155314	0.02608945	5.67865e-05	-0.01964873	0.01599411	0.003258925	-0.009098081	0.02426374	0.01882066	-0.008193406	0.01805376	0.01801781	-0.05818153
1700037C18Rik	0.01646782	-0.01905149	-0.03938795	-0.001444455	-0.0321438	0.006834251	0.01194486	0.05332072	-0.03250798	-0.002375898	0.02579968	-0.001989608	0.04106071	0.1626493	0.0933627
1700037F24Rik	0.01647251	0.005936358	0.01303689	0.006863519	-0.02028314	-0.0006969375	0.004610483	-0.01864874	0.003949927	-0.01203678	0.04000963	0.008593811	-0.01615655	-0.04289333	-0.1190104
1700037H04Rik	-0.03143582	0.04181989	-0.03137228	0.002753761	-0.04451919	0.0414746	0.03372005	-0.06486953	0.0274636	-0.0203539	-0.05330811	-0.07042656	-0.002809676	-0.1022786	-0.1023714
1700039E15Rik	-0.01928387	-0.02001382	-0.03122628	-0.01275504	-0.03752091	-0.02379261	0.003953718	-0.01491321	-0.01316102	-0.01154543	-0.02360075	-0.02339347	-0.007659104	-0.03255154	-0.05176815
1700048O20Rik	0.02901663	0.02726774	0.02914906	-0.01160929	-0.0525155	0.03181502	-0.04540375	0.03796298	-0.09214239	-0.02813999	-0.009574609	0.000841469	-0.06185262	-0.05133606	-0.02568583
1700051A21Rik	0.03419259	0.01690207	0.002338373	0.004399684	0.001251578	0.03055871	0.02992144	0.01449838	0.01415928	0.03405971	0.003293534	-0.004391056	0.04021224	0.01805892	-0.02691553
1700064H15Rik	-8.279521e-07	0.003350616	-0.01395353	-0.001507937	-0.0008161111	-0.01040775	-0.00295121	0.001850734	-0.003411249	-0.004254355	-0.004549776	-0.0006833534	-0.0035068	0.0149619	-0.01376533
1700066M21Rik	-0.0239702	-0.04451657	0.05138771	0.01960326	0.03360681	0.008631559	-0.001798161	-0.03552678	0.006738161	0.01768522	-0.05184373	0.002395417	-0.01899097	-0.0982088	0.0324998
1700071M16Rik	-0.01620924	0.03455104	-0.006415922	-0.01765755	-0.00665562	-0.03586051	-0.02362196	0.05790055	-0.03006457	-0.02972953	0.1285427	-0.02880322	-0.005137155	0.06045259	-0.08392436
1700084C01Rik	0.07199313	0.03240312	0.08888058	-0.03511238	-0.04802497	0.1176831	-0.05194213	0.001847586	-0.08394693	0.04490106	0.034928	-0.003390501	-0.004318398	-0.06085692	-0.108047
1700086L19Rik	-0.04570778	-0.01657472	-0.0395463	0.01484602	0.01182491	-0.03907315	0.01866726	-0.02188506	-0.02529199	-0.05482814	-0.127883	-0.03689003	-0.01808186	-0.01081462	0.008333747
1700086O06Rik	-0.0115652	-0.007108617	-0.002504833	0.004985622	-0.04679032	0.03956316	0.002219244	0.0307803	0.09763797	0.02424239	-0.03368325	0.01397128	0.01699465	0.07240619	0.1357891
1700088E04Rik	-0.02252797	-0.01344846	0.004669402	-0.08995816	-0.03491787	-0.007562116	-0.0430027	-0.04468073	0.008867628	-0.06926718	-0.04923085	0.008325905	-0.03049987	-0.01343238	-0.02623201
1700101E01Rik	-0.02058883	-0.009406735	-0.01017424	-0.02052867	-0.02546621	-0.01763055	-0.002556381	-0.01994215	0.003046903	-0.0004248435	-0.003944126	-0.00486853	-0.008069934	-0.02765569	-0.01358429
1700109K24Rik	0.02665688	0.01852538	-0.02169263	0.03704101	-0.02965247	-0.01949376	0.01082093	0.02914431	-0.08519542	0.02351858	0.01744029	-0.03315626	0.03363547	-0.006810406	-0.09491055
1700125H03Rik	0.01670302	0.004369913	-0.004935052	0.01393526	0.005957113	-0.006367311	0.01179936	0.02436881	-0.007000606	0.01497938	0.01148623	0.002480486	0.009983594	0.01521581	0.0005751473
1810011O10Rik	-0.0006302832	-0.01936021	0.06889283	0.0216389	-0.02822652	0.04800742	-0.01936395	-0.009992948	0.0492893	0.02039103	-0.05870817	0.02542611	0.006222642	0.008585218	0.04757326
1810013L24Rik	-0.03353633	-0.02622592	0.005320927	-0.00895946	0.003713294	-0.02302372	-0.03262277	-0.009126969	-0.02893483	-0.03207793	-0.06207928	-0.001507901	-0.02038264	-0.07642885	-0.0008397337
1810020O05Rik	-0.06721268	-0.004295257	-0.0139543	-0.01434114	0.001113135	-0.03437525	-0.01948585	-0.03328527	-0.01598758	-0.007359646	-0.08729226	-0.02982551	-0.005092353	-0.2422465	-0.2583164
1810026B05Rik	-0.04341747	-0.1049921	0.05806934	-0.08830509	-0.07917997	0.05802348	-0.06023414	-0.03985527	-0.02555273	0.02303008	-0.08812831	0.03448631	-0.0774738	-0.1168543	0.0601093
1810026J23Rik	-0.06182434	-0.03496746	0.006674937	-0.006402928	-0.02022404	0.002792571	-0.02993767	-0.0263362	5.436024e-06	-0.03281202	-0.08854678	0.02113282	-0.04184408	-0.002649282	0.04986061
1810032O08Rik	-0.02375816	-0.008978791	-0.09399131	-0.03489593	-0.06029304	-0.03879718	-0.03700666	-0.001681875	-0.03082204	-0.03793658	-0.009246328	-0.06041987	-0.005585526	0.043783	-0.06342676
1810037I17Rik	0.06581875	-0.03738107	-0.005466196	0.03671028	-0.04586936	0.0105209	0.07060766	-0.04621547	-0.03361328	0.07225069	-0.03989726	-0.02081753	0.04318308	-0.03407363	-0.1350937
1810043G02Rik	0.05496394	-0.01146237	-0.02820777	-0.004556278	0.01626749	0.01085715	0.01512509	0.0460916	0.02962764	0.01819907	0.005727827	-0.01460636	0.0191864	0.0804492	0.03806762
1810043H04Rik	0.01820675	-0.01541703	-0.002926312	-0.003316269	-0.1215643	0.0722821	0.004681058	0.02802877	0.04205266	-0.007153516	-0.111673	0.06242827	-0.01385974	0.1561874	0.07022065
1810049J17Rik	-0.004223786	0.0004847019	-0.003061867	-0.00897677	-0.001433781	0.01270908	-0.003346231	0.003386032	0.005471139	-0.01143327	-0.004806726	0.01342505	-0.02625972	0.02527368	0.005878146
1810055G02Rik	-0.01176498	-0.03703808	0.02510205	0.00566609	-0.0004307034	0.03222253	0.0136905	-0.01686986	-0.02841846	0.000989884	-0.1179456	0.05149001	0.01309163	-0.1085793	0.02506382
1810062G17Rik	-0.003019334	0.01343615	-0.02136018	-0.008162134	0.00360353	-0.01311663	0.001711825	0.005035068	-0.01288897	-0.006117713	0.0150841	-0.01150144	0.002128665	-0.01962312	-0.05248382
2010012O05Rik	0.01636056	-0.01668092	-0.01371178	0.02490823	0.02176598	0.006515328	-0.005917659	-0.04201204	0.02322533	0.005513901	-0.02375056	-0.01146808	0.01762911	-0.09587559	-0.03410632
2010107E04Rik	0.0257578	-0.03048411	0.03558855	0.04872109	-0.04662487	-0.03783127	0.01298117	-0.03001865	-0.0151338	0.03955321	-0.0704126	-0.05885859	0.01016229	0.02560839	-0.06668502
2010300C02Rik	0.00295017	-0.01088295	0.009125675	-0.003927753	0.0001610648	-0.005639505	0.010588	-0.0009382107	0.01546134	-0.009336963	-0.07867247	0.01751736	-0.01277166	-0.06426632	-0.1195815
2010315B03Rik	-0.001813976	0.04405276	-0.0002999605	0.03470045	0.09927555	0.02832521	0.003823915	0.06058527	0.06908468	0.03350283	0.1407391	0.009566154	0.002383148	0.06012759	-0.005156389
2210013O21Rik	-0.03887136	0.01269321	-0.04122367	0.01911735	-0.0239952	-0.05027347	-0.008803656	-0.08011879	0.01528981	-0.02838468	0.01866232	-0.001712221	-0.006209714	0.08330064	0.08629209
2210404O09Rik	0.02167405	-0.03923886	-0.02136185	0.03940932	-0.02653555	-0.04176778	0.02202643	-0.02814248	-0.005619089	0.05411341	0.04013971	-0.07292914	0.01566881	-0.1351043	-0.09480605
2210408I21Rik	-0.0836004	-0.03332659	-0.04251767	-0.02399201	0.1542364	-0.02085725	-0.02144744	0.01282599	-0.005197859	-0.04464487	-0.07798075	-0.004854654	-0.000767209	0.01093501	0.2279316
2300009A05Rik	0.002531789	0.006783867	-0.05666837	0.02334741	0.001575055	-0.03409218	0.002885276	0.008962691	0.008995877	0.02017612	-0.02981847	-0.04259427	-0.01529191	0.1321376	0.005974498
2310003H01Rik	0.06875684	-0.02952391	-0.03719773	-0.01395918	-0.0688709	0.04356309	0.00669876	0.01206336	0.004855501	-0.01377383	-0.1026509	0.0434417	0.004675012	0.05312759	0.06155583
2310009B15Rik	-0.0290581	-0.01183885	-0.05158382	-0.0146778	-0.0384552	0.06519272	-0.01725857	0.02630178	-0.00448219	-0.04474762	-0.006546917	0.01089153	0.005926564	0.1942052	0.1114798
2310011J03Rik	0.02848892	-0.01074424	0.02445514	0.0511792	-0.01735533	0.03207292	0.06940211	-0.006527451	0.06421085	0.03699128	-0.01259998	0.002403212	0.05533581	0.0164873	-0.0715205
2310015A10Rik	-0.05804463	0.01507691	-0.07293461	-0.03050349	-0.01630556	-0.01874058	0.0008513981	0.0363397	0.00293048	-0.005559446	0.1142247	-0.01965253	0.009119416	0.04292005	0.04305232
2310022B05Rik	-0.02166738	-0.05769022	-0.04758423	-0.05769616	-0.06965847	0.007847997	-0.06132491	-0.03639864	-0.1213079	-0.04304728	-0.05346673	-0.08347756	-0.05500759	-0.1251309	-0.1121349
2310026I22Rik	0.006892882	0.01115922	-0.00978288	0.01175489	0.004512221	0.0005728015	-0.0007388131	0.002016752	-0.01550558	0.005716152	0.01509461	-0.01515535	0.003163572	0.02014331	-0.08396902
2310030G06Rik	-0.03665346	0.04039637	-0.06290861	-0.03283147	0.09410886	-0.0799387	-0.01250408	0.01898958	-0.0162749	-0.0114564	0.1198618	-0.04585579	-0.02784666	0.09285133	-0.08199219
2310031A07Rik	0.003939498	0.02522014	0.001343426	-0.005116216	0.003170228	0.0008609835	0.01222346	0.004493044	-0.01251112	0.0008646297	0.01367807	0.0158889	-0.009272438	0.04863342	0.05547115
2310033P09Rik	0.07860712	0.009078407	-0.0179459	0.008283932	-0.05618075	0.06860918	0.01450629	0.04008775	0.01610403	0.04121761	-0.03782445	-0.02805854	0.03817942	0.128469	0.08176655
2310035C23Rik	-0.03802394	0.006614518	0.04545068	0.01573857	0.01844263	0.008721728	-0.004600815	-0.012984	0.0296999	0.006301743	0.02786293	0.008701146	0.002818877	0.007990409	0.1087064
2310036O22Rik	0.02225838	-0.01243919	0.04007529	0.02380662	-0.1139591	0.04311381	-0.01713933	-0.01648796	-0.004983623	0.02982945	-0.1179389	0.0007602512	-0.0249562	0.1527014	0.03246965
2310043M15Rik	0.01710116	0.0287508	0.01966016	-0.0002524104	0.04806562	0.07747381	-0.002044122	0.07736847	-0.03404562	-0.009245023	0.08257641	-0.01303798	-0.0143611	0.0277171	-0.04929575
2310045N01Rik	0.02428755	0.0270592	0.002874204	0.03996703	-0.01915011	0.03574934	0.02769739	-0.01388728	0.02236657	0.03651141	-0.009288263	0.02216145	0.08007139	0.0823499	0.07002905
2310047M10Rik	0.01290031	0.003387327	-0.04280001	-0.0008657388	-0.06182443	0.04630995	-0.0114971	0.007969206	0.03987338	-0.05272472	-0.07888134	0.01276514	-0.03128879	0.1189764	0.03123976
2310057M21Rik	0.004974279	-0.01859813	-0.02318668	0.02785568	0.02790385	-0.07616246	0.0704693	-0.01952322	-0.0265185	0.03867094	-0.04837748	-0.02296134	0.01230992	0.0415062	-0.03041541
2310069G16Rik	0.02909333	0.01858654	-0.01918584	-0.00355932	-0.006278295	-0.03409759	-0.007915787	0.0257937	-0.04488845	-0.01442848	0.02381655	-0.06341875	-0.01072016	-0.02786	-0.176266
2410003L11Rik	-0.002816367	0.0120662	-0.0002509629	-0.001930301	0.004646578	0.003503888	-0.002400565	0.000822351	0.005228232	-0.005044723	0.00585844	0.002270936	-0.005500146	0.009350153	0.009620184
2410004B18Rik	0.01389178	0.01109186	0.04628553	0.01764072	-0.02431687	0.01543746	0.0006390508	-0.06510205	-0.006492436	0.03874525	-0.09071056	-0.03919499	-0.01084901	0.01475731	0.006177879
2410004P03Rik	-0.03815232	-0.008755545	-0.03034812	-0.06136417	-0.07255798	-0.086022	-0.03609167	-0.07859661	0.01130386	-0.04679673	-0.03994858	-0.00190609	-0.0336598	0.134209	0.0989094
2410006H16Rik	0.06149454	-0.0585574	-0.03963454	-0.0149528	-0.09741202	0.06038062	0.0377546	0.04247528	0.03298935	-0.03414632	-0.0915323	0.01443811	0.001589267	0.1348667	0.09930144
