at_Q80_time_2	at_Q80_time_6	at_Q80_time_10	at_Q92_time_2	at_Q92_time_6	at_Q92_time_10	at_Q111_time_2	at_Q111_time_6	at_Q111_time_10	at_Q140_time_2	at_Q140_time_6	at_Q140_time_10	at_Q175_time_2	at_Q175_time_6	at_Q175_time_10
Mir181b_1	-0.03732243	-0.09729254	-0.0471184707	0.03682982	0.04793764	0.01606959	0.1098792	-0.02433506	0.0837723441	-0.01286515	-0.0567403941	0.06404847	0.0536867735	-0.05863021	-0.0595221337
ENSMUST00000175511	-0.01716824	0.01453539	-0.0046042822	-0.001988054	-0.001832952	0.008699264	-0.003859796	0.004770505	0.0250553662	-0.004446719	0.0173777245	0.06403699	0.0053256953	-0.006794254	0.1144933455
ENSMUST00000174947	0.00183226	-0.0006280212	-0.0200821259	0.001456613	0.01351017	-0.009376396	0.0008306207	-9.198549e-05	-0.1092644572	0.003360781	0.0133527025	0.06373539	0.0021831476	-0.001662182	-0.1200032414
Gm22569	0	0	0	0	0	0	0	0	0	0	0.001403752	0.01095815	0	0	0.0240739472
Mir488	-0.04728768	-0.1042404	-0.0205174898	0.002011813	-0.0811852	0.1455933	-0.1228443	-0.02718625	0.0951067246	-0.01014385	-0.0434676377	0.003393588	-0.0965136868	0.05316272	0.0765040966
Gm26472	0.00183226	-0.0006280212	-0.0031477533	0	-0.001008837	-0.005033166	0	-9.198549e-05	-0.0132503278	0	-0.0033195237	-0.01423307	0	0.002833758	0.0011603213
Mir1927	0.01788743	0.4137581	0.030397378	0.05610715	0.1468451	0.005522492	0.04360545	0.01354376	0.1873517075	0.02444168	0.1870553898	0.06978625	0.0219474961	0.20081	0.0655901001
ENSMUST00000175440	0	-0.003578856	0	0	0.0003663598	0	0	-9.198549e-05	0.0201339752	0.001039479	-0.0017450985	0	0	-0.0001635352	0.0164063796
Mir199a_2	0.0006016826	-0.02677372	0.0221529435	-0.005374445	-0.05017796	-0.0170739	0.002139334	-0.01320944	-0.1185960131	-0.004684965	-0.159373745	-0.1727926	0.0040888919	0.03496541	0.0171910359
Mir214	-0.02305446	0.3062542	0.0156714678	-0.02604413	0.1744376	0.05176821	0.03282838	0.02904336	0.0115228655	0.05726864	0.0885647442	0.06553419	0.0660956573	-0.07268582	-0.0794164482
Gm25911	0	-0.007289749	-0.0104147625	0.001456613	-0.002095523	-0.01434501	0	-0.00125676	-0.0349882775	0	-0.003443963	0.1104151	0	-0.003702046	-0.0222248217
Mir350	0.05720234	0.03436887	-0.07940884	-0.006569006	-0.02514097	-0.0593817	0.05527282	0.07015605	-0.1207221984	0.08140835	0.1144814353	0.1108529	-0.0126341276	0.1577949	0.1197319229
ENSMUST00000175226	0.02430368	0.1024019	-0.00551532	0.01283217	-0.006960613	-0.01755718	0.04771166	0.04569407	-0.096825321	0.03186533	0.1409283786	-0.1158064	0.0325353185	0.1374896	-0.2146147987
Mir1981	0.03164439	0.1900573	0.0049794489	0.05710729	0.1388088	0.00941988	0.0676992	0.035389	0.1115201731	-0.01837288	0.2252820435	0.03472683	0.0813031924	-0.06721228	-0.0290814176
Mir194_1	-0.03819703	0.09840757	-0.1027921069	0.0743713	0.0710466	-0.08447008	0.02384963	0.1551698	0.0317879289	-0.005996238	0.0200158212	-0.1129073	0.0069132798	0.2693398	-0.1732885195
Mir215	-0.09002954	0.145954	0.0407211177	-0.004723503	-0.01119859	0.05608427	-0.1037475	-0.02017178	0.0084297528	-0.1377993	-0.031126727	-0.2996547	-0.0595343425	-0.08305373	-0.1708538446
Gm24557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3473c	0	0.005089222	0.0055768438	0.002160909	0.003804352	0.002303979	0.001692772	0.0006845309	0.0010498078	0.001039479	-0.0001706732	0.01520609	0.0005536216	0.002833758	0.0011215922
Mir205	-0.00591644	0.08949069	0.0469513757	-0.06654326	0.0797662	0.006681412	-0.1102289	0.01327256	0.0812033497	0.09408164	0.0282418573	-0.03820988	-0.0536158841	-0.02692725	0.1108322301
Mir3962	0.005753006	-0.1480227	-0.0021789163	-0.0005629265	-0.0388064	-0.001364324	0.0009264396	-0.0185159	-0.0037127473	0.003700984	-0.0774546062	0.005920928	0.0015789868	-0.08139597	-0.0065046644
Mir29b_2	-0.0719346	-0.000623055	0.011546742	-0.07654146	-0.1075281	0.04574605	-0.05910839	0.09614582	-0.0357764623	-0.02601812	-0.0869369359	-0.02674339	-0.0530071878	0.07647501	0.0241980149
Mir29c	-0.02832257	-0.0674583	0.0312759752	-0.1027182	-0.06133917	0.02190973	-0.0825441	0.04193824	-0.0013679922	-0.0007061425	-0.0960633154	-0.04744063	-0.016573745	0.05644504	0.0207137704
Gm24482	0	0.002138387	-0.0021789163	0	0	0.002308292	0	0	-0.0037127473	0.001039479	0	-0.00415863	0	0.001335111	-0.0065046644
Mir5104	0.001821121	-0.03356676	-0.00770419	-0.001637792	-0.01256447	-0.002825587	-0.002433309	-0.006093743	-0.0193658223	-0.003050805	-0.0025026325	0.003096367	0.0064654009	-0.02007318	-0.0309763144
ENSMUST00000175619	-0.008052875	0.1747378	0.0592266993	-0.004399005	0.04123852	-0.02334664	-0.005960563	0.0291274	-0.0051606825	-0.007970781	0.084510235	-0.06822911	0.0016930748	0.009271224	-0.0239931608
ENSMUST00000104712	0	0.005088309	0	0	0.0003663598	0	0.0008306207	0.0002962727	0	0	0.0029781773	0.05913237	0	0.00583105	0
Gm22566	0.001832817	0	0.0055768438	0	0	0.0004698279	0	0	-0.0037182896	0	0	-0.004161553	0	0.001335111	-0.0065149921
ENSMUST00000175229	0.008860185	0.1175541	-0.160257826	-0.001093222	0.09672743	-0.01651666	0.009041897	0.01304801	-0.3961577461	0.0006965162	0.1021103601	-0.01791166	0.0295848658	-0.01459353	-0.1784187299
Gm22370	-0.01071679	0.2089942	-0.0355475392	-0.01177476	0.04001011	-0.06149083	7.040356e-05	-0.009986273	0.0946944724	-0.006096513	-0.0370462906	-0.06284379	-0.0108024187	0.06088455	-0.1892468521
Gm24710	0	0	-0.0046035522	0	0.0003663598	-0.00136675	0.0008306207	0	-0.0084870799	0	0.001403752	0.008699673	0	0	-0.0065162831
Mir3473b	0.0004475878	-0.0006284777	0.0017000587	0.003711209	-0.0003212387	0.002306136	-0.0008936822	-9.198549e-05	0.0010553502	-0.002442475	0.0029781773	0.0008811488	0.0008472798	0.001335111	0.0087685043
ENSMUST00000176399	-0.02206387	0.0171756	0.1941584212	-0.0100135	0.02528467	0.1176375	0.01695391	0.03559499	0.159870543	0.03462963	0.0468796571	0.1302168	-0.0104978183	-0.06397131	0.1231450209
Mir1929	0.005153553	-0.08136045	-0.0823130007	0.02378226	0.008653012	-0.02807415	0.01009952	0.003083357	-0.0229673128	0.02276988	0.0454301294	-0.1515551	0.0237087608	0.007147717	-0.0196617076
Gm24271	0.01053976	-0.0227077	0.0063619647	0.001456613	0.001278856	-0.05112763	0.006358678	0.008234384	0.0217554926	0.006559034	0.0117104355	0.03100026	0.0005536216	-0.0003696223	0.054642736
Gm23766	-0.07167383	0.1864425	0.0856691132	0.07659928	0.1667219	0.019673	0.03975787	-0.01781671	0.1698601656	0.06692476	0.4294203207	0.1270744	-0.0607214336	0.1969788	0.1289317156
Gm27512	-0.009205935	0.02221033	0.1124061904	-0.003473458	0.01738033	-0.001364324	-0.002610192	0.001461047	0.0248554426	-0.005924429	-0.004893949	0.03808626	-0.0043349566	0.01332458	0.024041673
Mir5108	3.553891e-05	0.002321901	-0.0007238473	4.8021e-05	-0.0003212387	-0.001364593	0.0008306207	-0.0004802437	0.001536243	0.005319101	-0.0017450985	0.01333242	-0.0002611415	-0.0001635352	-0.0064956276
ENSMUST00000175629	-0.003815771	0.008038688	0.0016993287	-0.0006562749	0.0003663598	0.002301823	-0.0008936822	0.001072789	0.0058234477	-0.001281824	0.0053704228	0.005915082	-0.0002611415	0.001335111	-0.0065149921
Mir1930	-0.02002195	0.3066285	-0.0154159971	0.01765937	0.0448464	0.01753413	0.00591733	0.02028193	0.0342321136	0.0005213716	0.2097983305	-0.03928507	0.0210895725	-0.0359621	-0.0678498352
Gm22721	0.007992685	0	0	0	0.0003663598	0	0.0008306207	0	0	0.001039479	0	0.005915448	0	0.001335111	0
ENSMUST00000175630	-0.002018493	-0.006344351	0	0.0007523169	0.004555272	0.005974708	0.0008306207	-0.0008685019	0.0058296828	0.001039479	-0.004893949	0.01599208	0.0013683846	0.00583105	0.0393264603
Mir1982	0.03242219	-0.08633885	-0.0712205929	0.01493553	0.02592431	-0.009774817	-0.02095571	-0.1450585	-0.196306788	-0.05165045	-0.0193715151	-0.2158594	-0.1014232459	-0.3392727	-0.341197432
Mir5615_2	-0.03726694	-0.1291756	-0.1331513328	0.02465459	-0.02567628	-0.06842517	0.007469492	-0.0407011	0.0005159555	0.03289224	-0.0733605124	-0.1242842	-0.0045509039	0.2068714	-0.0044011227
Mir3057	0.1830943	-0.3064175	0.0581734712	0.03900148	-0.1444034	-0.009833442	0.1625674	0.07406044	0.1495336296	-0.001989429	-0.3953461892	0.004045534	0.0718149031	0.08373404	-0.0791175501
Gm25281	0.008301862	-0.02318776	0.0094572787	-0.001635268	0.005070894	0.0004719843	-0.001962317	-0.00269258	0.0010608925	-0.003603127	-0.0145184681	0.01537404	0.005712567	-0.006484195	-0.0065046644
Gm25745	0.0125101	0.04554486	-0.0202854473	0.01078813	0.01970713	-0.03493403	0.003617851	-0.01445338	0.0100267525	-0.005902383	-0.0064752375	-0.09028332	-0.0042386336	0.04860497	-0.1469436959
ENSMUST00000174901	0	-0.07017356	0.0017049578	0	-0.01848564	-0.01480963	0	-0.009899399	-0.0391084332	0	-0.0423880472	-0.04139713	0	-0.01597317	-0.0622737343
Mir135a_2	-0.03623191	-0.2333331	-0.071946408	-0.002911156	-0.1631499	-0.1629053	0.003511364	-0.08591679	-0.152837667	-0.05446129	-0.2089001964	-0.1581962	-0.0008405332	0.01606458	-0.0406657996
Mir1251	0.06864802	0.0829804	-0.0638639708	-0.05042386	0.02529933	-0.1502271	-0.05476446	0.03468376	0.0269565903	0.09497912	0.2049562544	-0.02268532	-0.0687252288	0.1570571	-0.1162122569
Mir1931	0.0119068	-0.0260412	0.0172569896	0.01879915	0.05430562	-0.001875887	0.0249335	0.007458188	-0.0056203217	0.007663247	0.0279493259	0.001326258	-0.0055801941	-0.001284046	0.037241903
Mir331	0.01347198	0.3429703	-0.2122750846	-0.02967422	0.08937305	-0.0495263	-0.02345337	0.2350282	-0.2029536177	0.08047028	0.3443557311	0.07844352	-0.1247582337	0.1945597	0.0119889844
Mir3058	-0.00501721	0.0353763	0.0010297249	0.0003493241	0.0939969	0.001346335	0.03387206	0.03561696	0.0176913665	-0.01645358	0.2956352742	0.1166365	-0.0008928607	0.08554286	0.0572340586
Gm22913	0.00183226	0	-0.0021789163	0	0	-0.001364324	0.0008306207	0	0.0058234477	0.001039479	0	-0.00415863	0	0	-0.0065046644
Gm24587	0	0	0	0	0	0.004142713	0	0	0	0	0	0	0	0	0.0087697953
Mir3059	-0.1235675	0.1769077	0.0060025524	0.03201086	0.09256559	0.09152145	-0.02569634	0.1288346	0.2162208629	0.02771873	0.2845260894	0.1982046	0.160850906	0.128729	0.1970413378
ENSMUST00000116875	3.609546e-05	-0.003578856	0.0118804547	-0.0006562749	-0.0003212387	0.005976865	0.0008306207	-0.0004802437	0.058423609	0.01423337	0.0016838111	0.0109523	0.0049473475	0.002833758	0.0164167073
Gm25591	-0.002018493	0.004881659	0.0071024226	4.8021e-05	-0.001008837	0.01608962	0.0008306207	-0.000112167	-0.008493315	-0.0001211726	0.0598146293	-0.009202062	0.0020115603	-0.0001903117	0.0024132452
Gm25190	-0.004576923	0.1969334	0.1631119241	0.04884216	0.2180954	0.1010142	0.02293579	0.05496869	0.0859357574	-0.05266252	0.1296977554	0.06478928	-0.0196890494	0.3143239	0.1208423547
ENSMUST00000104780	-0.002018493	0.002322814	-0.0007238473	-0.0006562749	0.0003663598	-0.001362437	-0.0008936822	-9.198549e-05	0.0175633058	-0.001281824	-0.0017450985	-0.009195851	-0.0002611415	-0.0001635352	-0.0065059553
Gm23632	-0.03544279	0.1377147	0.0563172899	0.01406044	0.04279234	0.06210832	0.007976244	-0.01524851	-0.1329899217	0.00876582	0.1008701436	-0.0642539	-0.0019779921	0.01436224	-0.0330051716
Gm24330	0.0002911792	0.01066192	-0.007810292	0.00127181	-0.001008837	0.008765827	-0.0008936822	-0.0004802437	-0.0200474422	-0.0001211726	0.0040241064	0.03647926	-0.0002611415	-0.001662182	-0.0187861903
Mirlet7i	0.1401065	-0.2595025	-0.0755753855	0.06266967	-0.1106894	-0.01239798	0.07987004	-0.105901	-0.021825078	0.03669375	-0.30710178	-0.03896219	0.0040324182	-0.06210197	-0.0834356311
Gm22183	0.001832817	-0.003394429	0.0017000587	0	-0.001008837	-0.001364324	0	-0.0008685019	0.0058234477	0.001039479	-0.0002128677	0.0008811488	0	-0.003160828	-0.0065046644
Mir26a_2	0.010713	-0.2312544	0.0088118257	0.05600879	-0.01733215	-0.04263856	0.05869086	-0.08393127	-0.0317117937	-0.02641819	-0.0800794842	-0.1114242	0.0841141953	-0.2745595	-0.1042680454
Mir3060	-0.06020209	-0.06403272	0.0411660797	0.09240473	0.1110738	-0.04391189	0.05562001	-0.0770272	0.046463561	-0.01979891	0.0380042147	-0.179469	0.0780670245	-0.1399854	0.0477985173
Gm24714	0.03933825	-0.1304599	-0.0200763316	0.02407896	0.02462855	-0.02138441	0.01983575	0.004752984	-0.0025614439	-0.003936173	0.1172895548	-0.07965288	0.0471409889	0.1528121	-0.1550294238
Mir1933	-0.07163424	0.1309867	-0.0650344242	0.02332133	0.06365689	-0.02405461	-0.005346332	0.06007061	0.124933887	-0.03694808	0.0833577493	-0.06334152	0.0012504889	-0.01887833	-0.0056745868
Gm25507	0	0	0.0041239647	0.001456613	0	0	0	0	0	0	0	0	0	0.001335111	0
Mir216b	-0.04875408	0.05990707	-0.0200406151	-0.001517829	-0.03335323	-0.0007348963	0.06863214	0.03451505	0.0838055926	-0.005743443	0.0666188013	0.2002131	0.0048648101	0.1358769	0.2736469155
Mir216a	-0.06653766	0.2904557	-0.1269859923	-0.01836234	0.1203145	0.002946696	0.0335464	0.09874435	-0.0815245717	0.04287823	0.0520737712	0.03408301	0.0295597432	0.2253365	0.0912632891
Mir217	-0.04542916	0.04960326	-0.1133745624	-0.02082291	-0.05944445	0.06609417	0.01015973	0.02744716	0.037039423	0.06521733	-0.0140115185	0.212811	-0.0232812121	0.2019119	0.1106697347
ENSMUST00000116736	-0.005611936	-0.0006280212	-0.004069437	-0.002130283	-0.001008837	-0.002783903	-0.002481317	-9.198549e-05	0.0224019915	-0.003712522	-0.0017450985	-0.005969061	-0.0008747073	0.07737405	0.0319285391
ENSMUST00000175117	0	0.006567064	0	0	-0.0003212387	0	0.001692772	0.0002962727	0.0105977803	0.001039479	-0.0017450985	0.01095523	0.0021831476	0.001335111	0.0240636194
Mir218_2	0.1149946	-0.1476354	-0.0326601976	-0.03695798	-0.1619291	-0.1110107	-0.03028224	-0.0366198	-0.3099836725	0.0328191	-0.2417805988	-0.3195126	-0.0362413745	-0.03860994	-0.3265417469
ENSMUST00000175251	0	0.002408857	0.0103840406	0.005469986	-0.003710745	-0.0182484	0.005141378	-0.003791182	-0.0586088477	0.006842735	-0.0060371028	0.0672774	0.0013683846	-0.008346168	-0.0814328234
Mir103_1	0.04898988	0.1397439	-0.0507539074	0.09045904	0.170647	0.006403921	0.08778461	0.02486532	0.0967733706	0.1449896	0.0976448684	0.2411724	0.0316772839	0.2245507	0.1194997477
Gm25693	0	-0.003578856	0	0	-0.001008837	0	0	-0.0004802437	0	0	-0.0001706732	0	0	-0.001662182	0
Mir146	-0.03177043	-0.2654361	-0.0485947741	0.05093615	0.01299332	-0.1394412	0.1855118	-0.1698548	-0.1343705511	-0.03199181	-0.2800493408	-0.1667329	0.1254958808	-0.1309997	-0.0666900407
Gm22121	0.001832817	-0.006344351	0	0	-0.001696436	0	0	-0.0008685019	0	0.001039479	-0.0033195237	0	0	-0.003160828	0
Gm23813	-0.008193557	-0.004917495	-0.0458562861	-0.003484675	-0.003268403	-0.006194806	-0.0001526688	0.002870844	-0.0877561439	-0.004117522	-0.0127578619	-0.04437959	-0.0035201935	-0.01443955	-0.0903280712
Gm23492	-0.003815771	0.01098159	-0.0024381337	-0.0006562749	-0.001008837	-0.007009115	-3.153077e-05	-0.0001140382	-0.0180357451	-0.002442475	-0.004893949	-0.02140644	0.0022295372	-0.001662182	-0.0307720377
Mir340	-0.1852996	-0.1493316	-0.0859802988	0.0004755204	-0.06118924	0.163456	-0.08714847	0.01648373	0.1951172111	-0.09993767	-0.1047146501	0.1508293	-0.1076972391	0.1945257	0.2644584001
Gm24157	0	-0.01218686	-0.0007245773	0.0007523169	-0.003019983	-0.001364593	0	-0.001645018	0.0131822338	0	-0.0067793098	0.04884478	0.0042008919	-0.006158121	0.0130928325
Mir3061	-0.1960333	0.03196241	0.0613898855	0.01202233	0.1049461	0.1086397	0.03903273	0.03565073	0.2179870174	-0.1086707	0.1376326405	0.2037737	-0.0407639349	0.03330727	0.2305173422
Gm26116	-0.007409214	0.005273192	0.0041232347	-0.003347349	-0.0003212387	0.004142713	-0.003763168	0.0002962727	0.0153603354	-0.004763778	-0.0001706732	0	-0.0035201935	0.001335111	0.0423649867
Gm24756	0.003751876	-0.01458097	-0.0412289149	0.01476567	-0.006838652	-0.004296612	-0.0008936822	-0.0004993477	-0.0531878544	-0.0001840952	-0.0062879878	0.09703034	0.003107382	0.07395799	0.0130848314
Mir5100	-0.0393104	-0.01723625	-0.1665500625	0.02091621	0.07148784	-0.1129542	0.009449072	0.000191061	-0.1334258475	0.01466954	0.0261188227	0.1008783	-0.009710628	-0.1465392	0.0117122614
Gm25991	0.003885735	-0.02960637	0.0011932176	0.0007523169	-0.009375777	-0.001446873	0	-0.0097847	-0.0175114387	0.006842735	-0.0011215838	-0.01282445	0.0013683846	-0.04718322	-0.0439200267
Mir744	0.06486103	0.09469322	0.0462118563	0.02853447	0.2105902	-0.06871284	-0.05491356	0.001434971	0.1650521882	0.1220627	0.2115750636	0.2126333	0.0588203448	-0.06331877	0.2074232064
ENSMUST00000175522	0.007256969	-0.0003004807	-0.0232788986	0.003673249	0.005200776	-0.008901667	0.007606062	0.007447159	-0.0423910986	0.01578982	0.0171266519	0.0256434	0.0021172241	-0.006354183	0.0285673712
Mir3062	-0.07505259	-0.02127349	0.0680243638	-0.00488491	0.02209088	0.002728149	0.02251804	0.0284218	0.1744701736	-0.0393368	-0.0646791532	-0.05482201	0.014561119	0.1423379	0.1295533275
Mir467f	-0.002018493	-0.0003352327	0	4.8021e-05	-0.002384034	0.002304249	-0.0008936822	-0.00125676	0.0058241405	-0.0001211726	-0.0064683743	0.00591837	-0.0002611415	-0.003160828	0.008780123
Mir1934	0.1328654	-0.345776	0.0985967809	0.05749775	-0.08641942	0.1881843	0.03614168	0.01037694	0.2032319516	0.08011452	-0.165216789	0.1695556	0.0366564467	-0.2158113	0.1433352785
Mir324	0.02088845	0.1418833	0.0610132029	-0.009054009	-0.02403446	0.07716478	-0.06171258	0.0143435	-0.1105283493	0.00437945	0.1440178604	0.05087305	-0.0356733926	-0.1760753	-0.0544048662
Mir497b	0.06123343	0.005181492	0.1128553872	-0.03567744	0.05676235	0.06038168	-0.05903134	0.1227622	0.316685736	0.07281636	0.1172102395	0.3568048	0.0229294782	0.176378	0.4966874401
